LabelId,ByteRange0,ByteRange1,ByteRange2,ByteRange3,ByteRange4,ByteRange5,ByteRange6,ByteRange7,ByteRange8,ByteRange9,ByteRange10,ByteRange11,AggregateByteValue
412,102,97,105,108,101,100,0,0,0,0,0,0,4830.7692307692305,138445952
412,99,111,109,111,114,98,105,116,122,116,98,115,52107.692307692305,5078863882783427015
412,112,114,111,100,117,99,116,116,121,112,101,104,14453.846153846152,72972559922254504
412,101,114,114,111,114,111,114,100,101,114,99,117,34092.30769230769,-6801504899149324073
412,101,114,114,111,114,111,114,100,101,114,108,105,20200,2361057459848224915
412,101,114,114,111,114,111,114,100,101,114,110,117,22276.923076923074,7535689041975452083
412,102,111,114,111,114,100,101,114,110,117,109,111,24100,5512710276698663032
412,109,117,108,116,105,99,117,114,114,101,110,99,22207.69230769231,261283857041503365
412,99,111,109,111,114,98,105,116,122,116,98,115,126292.30769230769,-1761456551141410
412,99,111,109,111,114,98,105,116,122,116,98,115,123076.92307692308,-2902361574553691347
412,99,111,109,111,114,98,105,116,122,116,98,115,99961.53846153845,-2901797284555523220
412,99,111,109,111,114,98,105,116,122,116,98,115,127838.46153846153,-577023740913665555
412,109,121,115,116,105,113,117,101,99,97,110,99,18061.53846153846,914320916793526313
412,98,111,111,107,105,110,103,0,0,0,0,0,5892.307692307692,1407512423317504
412,102,111,117,110,100,0,0,0,0,0,0,0,4230.7692307692305,4616194024695398400
412,102,111,117,110,100,0,0,0,0,0,0,0,4230.7692307692305,4616194024695398400
412,112,114,111,100,117,99,116,0,0,0,0,0,6076.923076923077,281475388015136
412,97,108,114,101,97,100,121,0,0,0,0,0,5838.461538461538,5224210769301733888
412,99,97,110,99,101,108,108,101,100,0,0,0,7376.923076923076,-8628891938105326576
412,112,114,111,100,117,99,116,108,111,99,97,116,16069.23076923077,5190693244367127072
412,114,101,99,111,114,100,0,0,0,0,0,0,5030.7692307692305,-8070450523657983996
412,109,105,115,115,105,110,103,0,0,0,0,0,6023.076923076923,1166432990683725848
412,112,114,111,99,101,115,115,0,0,0,0,0,6061.538461538461,290305450704928
412,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
412,102,111,117,110,100,0,0,0,0,0,0,0,4230.7692307692305,4616194024695398400
412,114,101,115,101,114,118,97,116,105,111,110,115,18184.615384615383,-8641791679228000233
412,114,111,111,109,0,0,0,0,0,0,0,0,3469.230769230769,9011599448735748
412,102,111,117,110,100,0,0,0,0,0,0,0,4230.7692307692305,4616194024695398400
412,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
412,99,97,110,99,101,108,101,100,0,0,0,0,6484.615384615385,-9205353240164561776
824,99,97,110,99,101,108,0,0,0,0,0,0,4838.461538461538,-9205353240164563952
824,100,97,116,101,0,0,0,0,0,0,0,0,3230.7692307692305,35184372088850
824,112,97,115,115,101,100,0,0,0,0,0,0,5038.461538461538,144396663120855040
824,99,97,110,99,101,108,108,97,116,105,111,110,10207.692307692307,-9205352681814588392
824,100,101,97,100,108,105,110,101,0,0,0,0,6538.461538461538,18691706192405
824,112,97,115,115,101,100,0,0,0,0,0,0,5038.461538461538,144396663120855040
824,99,97,110,99,101,108,108,97,116,105,111,110,23446.153846153844,-8556834197194357576
824,99,97,110,99,101,108,100,97,116,101,112,97,13753.846153846154,-8555708426976228324
824,104,111,116,101,108,0,0,0,0,0,0,0,4230.7692307692305,18019932574842880
824,112,114,101,99,97,110,99,101,108,0,0,0,7515.384615384615,9288674802700288
824,102,97,105,108,101,100,0,0,0,0,0,0,4830.7692307692305,138445952
824,114,101,115,0,0,0,0,0,0,0,0,0,2561.5384615384614,-9223354444668731388
824,99,97,110,99,101,108,108,101,100,0,0,0,7376.923076923076,-8628891938105326576
824,114,101,115,99,97,110,99,101,108,108,101,100,10146.153846153846,-8914857320278654908
824,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
824,99,97,110,99,101,108,108,101,100,0,0,0,7376.923076923076,-8628891938105326576
824,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
824,99,97,110,99,101,108,108,101,100,0,0,0,7376.923076923076,-8628891938105326576
824,111,110,108,105,110,101,0,0,0,0,0,0,5076.923076923077,1266637395333280
824,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
824,99,97,110,99,101,108,97,98,108,101,0,0,8176.923076923076,-9205212425364700144
824,122,101,114,111,0,0,0,0,0,0,0,0,3492.3076923076924,2305843026393564288
824,114,101,102,117,110,100,0,0,0,0,0,0,5069.2307692307695,-9223372035779984378
824,108,97,116,101,0,0,0,0,0,0,0,0,3292.3076923076924,9026990464045056
824,99,97,110,99,101,108,0,0,0,0,0,0,4838.461538461538,-9205353240164563952
824,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
824,108,97,116,101,0,0,0,0,0,0,0,0,3292.3076923076924,9026990464045056
824,99,97,110,99,101,108,0,0,0,0,0,0,4838.461538461538,-9205353240164563952
824,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
824,108,97,116,101,0,0,0,0,0,0,0,0,3292.3076923076924,9026990464045056
824,99,97,110,99,101,108,0,0,0,0,0,0,4838.461538461538,-9205353240164563952
824,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
824,100,101,97,100,108,105,110,101,0,0,0,0,6538.461538461538,18691706192405
824,100,97,116,101,0,0,0,0,0,0,0,0,3230.7692307692305,35184372088850
824,112,97,115,115,101,100,0,0,0,0,0,0,5038.461538461538,144396663120855040
824,117,110,97,98,108,101,0,0,0,0,0,0,4969.2307692307695,2594073385416787968
824,99,97,110,99,101,108,0,0,0,0,0,0,4838.461538461538,-9205353240164563952
824,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
824,117,110,97,98,108,101,0,0,0,0,0,0,4969.2307692307695,2594073385416787968
824,99,97,110,99,101,108,0,0,0,0,0,0,4838.461538461538,-9205353240164563952
824,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
824,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
824,99,111,110,116,97,99,116,0,0,0,0,0,5915.384615384615,70987354801152
824,99,117,115,116,111,109,101,114,0,0,0,0,7000,31527672501239808
824,115,101,114,118,105,99,101,0,0,0,0,0,5953.846153846153,5188177557073166368
824,117,110,97,98,108,101,0,0,0,0,0,0,4969.2307692307695,2594073385416787968
824,99,97,110,99,101,108,0,0,0,0,0,0,4838.461538461538,-9205353240164563952
824,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
824,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
824,112,101,110,100,105,110,103,0,0,0,0,0,5861.538461538461,4611976839789903872
824,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
824,99,111,110,116,97,99,116,0,0,0,0,0,5915.384615384615,70987354801152
824,99,117,115,116,111,109,101,114,0,0,0,0,7000,31527672501239808
824,115,101,114,118,105,99,101,0,0,0,0,0,5953.846153846153,5188177557073166368
824,117,110,97,98,108,101,0,0,0,0,0,0,4969.2307692307695,2594073385416787968
824,99,97,110,99,101,108,0,0,0,0,0,0,4838.461538461538,-9205353240164563952
824,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
824,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
824,109,97,110,117,97,108,108,121,0,0,0,0,6884.615384615385,337774370107686976
824,98,111,111,107,101,100,0,0,0,0,0,0,4946.153846153846,73183631752822784
824,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
824,99,111,110,116,97,99,116,0,0,0,0,0,5915.384615384615,70987354801152
824,99,117,115,116,111,109,101,114,0,0,0,0,7000,31527672501239808
824,115,101,114,118,105,99,101,0,0,0,0,0,5953.846153846153,5188177557073166368
824,117,110,97,98,108,101,0,0,0,0,0,0,4969.2307692307695,2594073385416787968
824,111,98,116,97,105,110,0,0,0,0,0,0,5015.384615384615,36626935639441538
824,99,97,110,99,101,108,108,97,116,105,111,110,10207.692307692307,-9205352681814588392
824,110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282
824,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
824,99,111,110,116,97,99,116,0,0,0,0,0,5915.384615384615,70987354801152
824,99,117,115,116,111,109,101,114,0,0,0,0,7000,31527672501239808
824,115,101,114,118,105,99,101,0,0,0,0,0,5953.846153846153,5188177557073166368
824,98,111,111,107,105,110,103,0,0,0,0,0,5892.307692307692,1407512423317504
824,99,97,110,99,101,108,108,101,100,0,0,0,7376.923076923076,-8628891938105326576
824,111,110,108,105,110,101,0,0,0,0,0,0,5076.923076923077,1266637395333280
824,98,111,111,107,105,110,103,0,0,0,0,0,5892.307692307692,1407512423317504
824,99,97,110,99,101,108,108,101,100,0,0,0,7376.923076923076,-8628891938105326576
824,99,97,110,0,0,0,0,0,0,0,0,0,2376.9230769230767,134218768
824,99,97,110,99,101,108,0,0,0,0,0,0,4838.461538461538,-9205353240164563952
824,99,97,110,99,101,108,108,97,98,108,101,0,9084.615384615385,-9205318055792474344
824,99,97,110,99,101,108,108,101,100,0,0,0,7376.923076923076,-8628891938105326576
824,99,111,109,111,114,98,105,116,122,116,98,115,44207.692307692305,-4543856551657847153
824,99,111,109,111,114,98,105,116,122,119,115,104,282984.6153846154,-258
824,99,111,109,111,114,98,105,116,122,119,115,104,128515.38461538461,-218433380000202757
824,99,111,109,111,114,98,105,116,122,119,115,116,122076.92307692308,-289358769555571841
824,99,111,109,111,114,98,105,116,122,119,115,116,94653.84615384616,-315254536509882529
824,100,101,97,100,108,105,110,101,0,0,0,0,6538.461538461538,18691706192405
824,100,97,116,101,0,0,0,0,0,0,0,0,3230.7692307692305,35184372088850
824,112,97,115,115,101,100,0,0,0,0,0,0,5038.461538461538,144396663120855040
824,101,114,114,111,114,114,101,115,109,111,100,105,17361.53846153846,-9019528886043533299
824,99,104,97,110,103,101,115,0,0,0,0,0,5769.230769230769,4611694814724882432
824,97,108,108,111,119,101,100,0,0,0,0,0,5884.615384615385,18069374090871552
824,101,114,114,111,114,98,108,111,99,107,115,112,13123.076923076922,469816921106702849
824,101,114,114,111,114,99,97,110,99,101,108,111,17861.53846153846,-9168066047792372717
824,101,114,114,111,114,110,111,110,114,101,102,117,22907.69230769231,919897656241743907
824,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
824,110,111,110,114,101,102,117,110,100,97,98,108,11207.692307692307,595601099608604705
824,101,114,114,111,114,111,114,100,101,114,108,105,26746.153846153844,2346297762347491539
824,109,117,108,116,105,112,108,101,110,111,116,115,18469.23076923077,-8403144951360647091
824,109,121,115,116,105,113,117,101,99,97,110,99,18061.53846153846,914320916793526313
824,114,101,102,117,110,100,0,0,0,0,0,0,5069.2307692307695,-9223372035779984378
824,99,97,110,99,101,108,97,98,108,101,0,0,8176.923076923076,-9205212425364700144
824,99,97,110,99,101,108,108,97,98,108,101,0,9084.615384615385,-9205318055792474344
824,112,114,111,100,117,99,116,112,114,101,99,97,18946.153846153844,3639191108179461864
824,110,117,108,108,0,0,0,0,0,0,0,0,3453.846153846154,585189294088
824,101,109,112,116,121,0,0,0,0,0,0,0,4376.923076923077,316865507229697
824,114,101,102,101,114,101,110,99,101,0,0,0,7530.7692307692305,-8646840640392396770
824,105,116,105,110,101,114,97,114,121,0,0,0,7838.461538461538,52845353287680
824,110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282
824,113,117,101,115,116,105,111,110,115,0,0,0,7992.307692307692,55169370900533248
824,114,101,103,97,114,100,105,110,103,0,0,0,7561.538461538461,-9222949814709254012
824,115,116,97,116,117,115,0,0,0,0,0,0,5315.384615384615,36037593380454468
824,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
824,117,110,99,97,110,99,101,108,97,98,108,101,10084.615384615385,2491125012950714368
824,117,110,99,97,110,99,101,108,108,97,98,108,11007.692307692307,2581131034565281792
824,122,101,114,111,0,0,0,0,0,0,0,0,3492.3076923076924,2305843026393564288
824,114,101,102,117,110,100,0,0,0,0,0,0,5069.2307692307695,-9223372035779984378
1648,117,102,111,114,109,97,116,0,0,0,0,0,6053.846153846153,2305851806716526592
1648,101,114,114,111,114,0,0,0,0,0,0,0,4338.461538461538,37189881297903617
1648,111,112,116,105,111,110,97,108,0,0,0,0,6907.692307692308,2256197998650496
1648,102,105,101,108,100,0,0,0,0,0,0,0,4046.153846153846,1086325764
1648,110,111,116,112,114,111,99,101,115,115,101,100,10546.153846153846,83457607125704704
1648,98,117,115,105,110,101,115,115,108,111,103,105,11384.615384615385,2883469520951857184
1648,101,114,114,115,119,115,104,111,115,116,101,114,23630.76923076923,5008117136565084167
1648,97,100,100,114,101,115,115,0,0,0,0,0,5869.230769230769,153157571706896904
1648,99,97,116,101,103,111,114,121,0,0,0,0,6846.153846153846,144185591313990681
1648,101,120,0,0,0,0,0,0,0,0,0,0,1707.6923076923076,35184908959744
1648,104,111,109,101,0,0,0,0,0,0,0,0,3315.3846153846152,-9223370935195664380
1648,119,111,114,107,0,0,0,0,0,0,0,0,3515.3846153846152,562971428290560
1648,101,116,99,0,0,0,0,0,0,0,0,0,2453.846153846154,1161084278931458
1648,114,101,113,117,105,114,101,100,0,0,0,0,6869.230769230769,-4170333254945079028
1648,99,99,0,0,0,0,0,0,0,0,0,0,1530.7692307692307,72057594172145664
1648,97,99,99,111,117,110,116,0,0,0,0,0,5923.076923076923,288230411587289602
1648,110,97,109,101,0,0,0,0,0,0,0,0,3253.846153846154,1082131584
1648,101,114,114,111,114,0,0,0,0,0,0,0,4338.461538461538,37189881297903617
1648,99,99,0,0,0,0,0,0,0,0,0,0,1530.7692307692307,72057594172145664
1648,110,97,109,101,0,0,0,0,0,0,0,0,3253.846153846154,1082131584
1648,101,114,114,111,114,0,0,0,0,0,0,0,4338.461538461538,37189881297903617
1648,99,115,118,102,97,105,108,0,0,0,0,0,5884.615384615385,564049617108992
1648,99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986
1648,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
1648,101,114,114,111,114,0,0,0,0,0,0,0,4338.461538461538,37189881297903617
1648,99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986
1648,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
1648,116,121,112,101,0,0,0,0,0,0,0,0,3507.6923076923076,9008298767425536
1648,105,110,118,97,108,105,100,0,0,0,0,0,5876.923076923077,1168275276288
1648,99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986
1648,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
1648,116,121,112,101,0,0,0,0,0,0,0,0,3507.6923076923076,9008298767425536
1648,97,99,99,101,112,116,101,100,0,0,0,0,6561.538461538461,288230380447867410
1648,112,114,111,112,101,114,116,121,0,0,0,0,7146.153846153846,7206040880934027296
1648,104,111,110,111,114,0,0,0,0,0,0,0,4307.692307692308,4504976197943296
1648,112,105,99,107,117,112,0,0,0,0,0,0,5130.7692307692305,1407374884601874
1648,109,101,115,115,97,103,101,0,0,0,0,0,5861.538461538461,9571248854073408
1648,104,111,116,101,108,0,0,0,0,0,0,0,4230.7692307692305,18019932574842880
1648,98,111,111,107,105,110,103,0,0,0,0,0,5892.307692307692,1407512423317504
1648,101,114,114,111,114,0,0,0,0,0,0,0,4338.461538461538,37189881297903617
1648,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
1648,102,97,105,108,117,114,101,0,0,0,0,0,5884.615384615385,35184384705792
1648,112,114,111,99,101,115,115,105,110,103,0,0,8692.307692307691,290305518862368
1648,112,114,111,98,108,101,109,0,0,0,0,0,5953.846153846153,-9223081764711036896
1648,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
1648,112,114,111,98,108,101,109,0,0,0,0,0,5953.846153846153,-9223081764711036896
1648,105,110,118,97,108,105,100,0,0,0,0,0,5876.923076923077,1168275276288
1648,99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986
1648,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
1648,100,97,116,97,0,0,0,0,0,0,0,0,3200,35188667056146
1648,112,114,111,118,105,100,101,100,0,0,0,0,6838.461538461538,612780095270289440
1648,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
1648,114,101,118,105,101,119,0,0,0,0,0,0,5176.923076923077,-9222809086884577244
1648,99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784
1648,112,97,121,109,101,110,116,102,97,105,108,117,12315.384615384615,153496221563035653
1648,112,97,121,109,101,110,116,0,0,0,0,0,6053.846153846153,153478629098061825
1648,102,97,105,108,117,114,101,0,0,0,0,0,5884.615384615385,35184384705792
1648,104,97,112,112,101,110,101,100,0,0,0,0,6653.846153846153,324825421658982418
1648,112,104,111,110,101,0,0,0,0,0,0,0,4215.384615384615,281474993525248
1648,99,97,116,101,103,111,114,121,0,0,0,0,6846.153846153846,144185591313990681
1648,101,120,0,0,0,0,0,0,0,0,0,0,1707.6923076923076,35184908959744
1648,104,111,109,101,0,0,0,0,0,0,0,0,3315.3846153846152,-9223370935195664380
1648,119,111,114,107,0,0,0,0,0,0,0,0,3515.3846153846152,562971428290560
1648,101,116,99,0,0,0,0,0,0,0,0,0,2453.846153846154,1161084278931458
1648,114,101,113,117,105,114,101,100,0,0,0,0,6869.230769230769,-4170333254945079028
1648,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
1648,112,114,111,118,105,100,101,0,0,0,0,0,6015.384615384615,576751298251325472
1648,118,97,108,105,100,0,0,0,0,0,0,0,4138.461538461538,9073118674944
1648,99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986
1648,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
1648,100,101,116,97,105,108,115,0,0,0,0,0,5869.230769230769,9007199254741558
1648,105,110,118,97,108,105,100,99,114,101,100,105,14800,72061099850241537
1648,99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986
1648,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
1648,100,101,116,97,105,108,115,0,0,0,0,0,5869.230769230769,9007199254741558
1648,99,111,110,116,97,105,110,115,0,0,0,0,6853.846153846153,4611756937062712320
1648,105,110,118,97,108,105,100,0,0,0,0,0,5876.923076923077,1168275276288
1648,118,97,108,117,101,115,0,0,0,0,0,0,5161.538461538461,9107478233088
1648,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
1648,112,114,111,118,105,100,101,0,0,0,0,0,6015.384615384615,576751298251325472
1648,118,97,108,105,100,0,0,0,0,0,0,0,4138.461538461538,9073118674944
1648,99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986
1648,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
1648,100,101,116,97,105,108,115,0,0,0,0,0,5869.230769230769,9007199254741558
1648,105,110,118,97,108,105,100,99,114,101,100,105,14800,72061099850241537
1648,99,111,109,111,114,98,105,116,122,116,98,115,30700,4635533922224770178
1648,117,110,107,110,111,119,110,0,0,0,0,0,6192.307692307692,7061644220011972608
1648,101,120,99,101,112,116,105,111,110,0,0,0,7776.923076923076,-9187228890089635320
1648,99,97,117,103,104,116,0,0,0,0,0,0,5007.692307692308,281475136099328
1648,115,116,97,99,107,0,0,0,0,0,0,0,4184.615384615385,54087175993557056
1648,99,111,109,111,114,98,105,116,122,111,109,112,38161.53846153846,6371710648516043320
1648,102,97,105,108,101,100,0,0,0,0,0,0,4830.7692307692305,138445952
1648,108,97,112,115,97,110,103,0,0,0,0,0,5869.230769230769,9641067708166208
1648,115,101,114,118,105,99,101,0,0,0,0,0,5953.846153846153,5188177557073166368
1648,105,110,118,111,99,97,116,105,111,110,0,0,8669.23076923077,3530822107871183616
1648,114,101,113,117,101,115,116,117,114,108,0,0,8930.76923076923,-4611650834050055154
1648,104,116,116,112,116,101,97,107,101,116,116,108,48584.61538461538,1826910904563641702
1648,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
1648,112,114,111,118,105,100,101,0,0,0,0,0,6015.384615384615,576751298251325472
1648,118,97,108,105,100,0,0,0,0,0,0,0,4138.461538461538,9073118674944
1648,99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986
1648,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
1648,100,101,116,97,105,108,115,0,0,0,0,0,5869.230769230769,9007199254741558
1648,105,110,118,97,108,105,100,99,114,101,100,105,14800,72061099850241537
1648,99,111,109,111,114,98,105,116,122,116,98,115,30700,4635533922224770178
1648,117,110,107,110,111,119,110,0,0,0,0,0,6192.307692307692,7061644220011972608
1648,101,120,99,101,112,116,105,111,110,0,0,0,7776.923076923076,-9187228890089635320
1648,99,97,117,103,104,116,0,0,0,0,0,0,5007.692307692308,281475136099328
1648,115,116,97,99,107,0,0,0,0,0,0,0,4184.615384615385,54087175993557056
1648,99,111,109,111,114,98,105,116,122,111,109,112,38161.53846153846,6371710648516043320
1648,102,97,105,108,101,100,0,0,0,0,0,0,4830.7692307692305,138445952
1648,108,97,112,115,97,110,103,0,0,0,0,0,5869.230769230769,9641067708166208
1648,115,101,114,118,105,99,101,0,0,0,0,0,5953.846153846153,5188177557073166368
1648,105,110,118,111,99,97,116,105,111,110,0,0,8669.23076923077,3530822107871183616
1648,114,101,113,117,101,115,116,117,114,108,0,0,8930.76923076923,-4611650834050055154
1648,104,116,116,112,97,109,101,120,97,112,112,113,53653.84615384615,-3241585239877069977
1648,110,115,116,97,116,117,115,109,101,115,115,97,12446.153846153846,197034701310001408
1648,105,110,116,101,114,110,97,108,0,0,0,0,6838.461538461538,1729593380465410048
1648,115,101,114,118,101,114,0,0,0,0,0,0,5215.384615384615,4611717355045650432
1648,101,114,114,111,114,110,115,101,114,118,101,114,10715.384615384615,46199349369708545
1648,97,112,97,99,104,101,99,111,121,111,116,101,10269.23076923077,4611694965046649345
1648,99,97,117,115,101,100,0,0,0,0,0,0,4953.846153846153,9007199397348880
1648,99,111,109,111,114,98,105,116,122,108,97,112,59953.84615384615,-4117170460345577224
1648,102,97,105,108,101,100,0,0,0,0,0,0,4830.7692307692305,138445952
1648,108,97,112,115,97,110,103,0,0,0,0,0,5869.230769230769,9641067708166208
1648,115,101,114,118,105,99,101,0,0,0,0,0,5953.846153846153,5188177557073166368
1648,105,110,118,111,99,97,116,105,111,110,0,0,8669.23076923077,3530822107871183616
1648,114,101,113,117,101,115,116,117,114,108,0,0,8930.76923076923,-4611650834050055154
1648,104,116,116,112,97,109,101,120,97,112,112,113,53653.84615384615,-3241585239877069977
1648,112,111,115,116,97,108,0,0,0,0,0,0,5184.615384615385,2342153349962465280
1648,99,111,100,101,0,0,0,0,0,0,0,0,3207.6923076923076,281475648847872
1648,112,114,111,118,105,100,101,100,0,0,0,0,6838.461538461538,612780095270289440
1648,115,112,101,99,105,102,105,101,100,0,0,0,7507.692307692308,1134970878566416
1648,99,111,117,110,116,114,121,0,0,0,0,0,6223.076923076923,-9223372032390987256
1648,115,116,97,116,101,0,0,0,0,0,0,0,4269.2307692307695,-9187334443742789564
1648,112,114,111,118,105,110,99,101,0,0,0,0,6907.692307692308,290271346819108
1648,114,101,113,117,105,114,101,100,0,0,0,0,6869.230769230769,-4170333254945079028
1648,115,112,101,99,105,102,105,101,100,0,0,0,7507.692307692308,1134970878566416
1648,99,111,117,110,116,114,121,0,0,0,0,0,6223.076923076923,-9223372032390987256
1648,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
1648,115,101,99,117,114,105,116,121,0,0,0,0,7046.153846153846,-4592536786478497792
1648,99,111,100,101,0,0,0,0,0,0,0,0,3207.6923076923076,281475648847872
1648,101,110,116,101,114,101,100,0,0,0,0,0,5876.923076923077,576496490726694912
1648,118,97,108,105,100,97,116,101,0,0,0,0,6692.307692307692,18023505987895296
1648,99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986
1648,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
1648,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
1648,99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784
1648,114,101,115,117,98,109,105,116,0,0,0,0,6946.153846153846,-9223353619900790778
1648,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
1648,116,121,112,101,0,0,0,0,0,0,0,0,3507.6923076923076,9008298767425536
1648,112,114,111,118,105,100,101,100,0,0,0,0,6838.461538461538,612780095270289440
1648,97,99,99,101,112,116,101,100,0,0,0,0,6561.538461538461,288230380447867410
1648,112,114,111,112,101,114,116,121,0,0,0,0,7146.153846153846,7206040880934027296
1648,99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986
1648,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
1648,117,115,101,100,0,0,0,0,0,0,0,0,3376.9230769230767,6917529027641638912
1648,108,105,115,116,101,100,0,0,0,0,0,0,5076.923076923077,35184506328192
1648,114,101,99,111,114,100,0,0,0,0,0,0,5030.7692307692305,-8070450523657983996
1648,118,97,108,105,100,0,0,0,0,0,0,0,4138.461538461538,9073118674944
1648,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
1648,116,121,112,101,115,0,0,0,0,0,0,0,4423.076923076923,9008298767949824
1648,112,114,111,112,101,114,116,121,0,0,0,0,7146.153846153846,7206040880934027296
1648,107,110,111,119,110,0,0,0,0,0,0,0,4361.538461538461,34361836576
1648,98,111,111,107,101,100,0,0,0,0,0,0,4946.153846153846,73183631752822784
1648,115,117,98,109,105,116,116,105,110,103,0,0,8761.538461538461,4793875000611329
1648,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
1648,117,115,101,114,0,0,0,0,0,0,0,0,3484.6153846153843,6917529027641606656
1648,109,117,115,116,0,0,0,0,0,0,0,0,3561.5384615384614,45044792366727169
1648,115,101,108,101,99,116,0,0,0,0,0,0,5038.461538461538,4611695933627826176
1648,97,110,111,116,104,101,114,0,0,0,0,0,5953.846153846153,-9223372036720356848
1648,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
1648,116,121,112,101,0,0,0,0,0,0,0,0,3507.6923076923076,9008298767425536
1648,119,105,108,108,0,0,0,0,0,0,0,0,3430.7692307692305,4228096
1648,97,99,99,101,112,116,101,100,0,0,0,0,6561.538461538461,288230380447867410
1648,112,114,111,112,101,114,116,121,0,0,0,0,7146.153846153846,7206040880934027296
1648,99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986
1648,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
1648,116,121,112,101,0,0,0,0,0,0,0,0,3507.6923076923076,9008298767425536
1648,105,110,118,97,108,105,100,0,0,0,0,0,5876.923076923077,1168275276288
1648,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
1648,99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784
1648,105,110,102,111,114,109,97,116,105,111,110,0,9576.923076923076,4504016349429762
1648,116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008
1648,115,112,101,99,105,102,105,101,100,0,0,0,7507.692307692308,1134970878566416
1648,99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986
