ByteRange0,ByteRange1,ByteRange2,ByteRange3,ByteRange4,ByteRange5,ByteRange6,ByteRange7,ByteRange8,ByteRange9,ByteRange10,ByteRange11,FitValue
97,118,97,105,108,97,98,108,101,0,0,0,0.006173798801769646
115,101,108,101,99,116,105,111,110,115,0,0,0.006172496942384088
99,111,109,112,108,101,116,101,0,0,0,0,0.0061698934674445285
112,117,114,99,104,97,115,101,0,0,0,0,0.006167277586744873
115,117,112,112,108,105,101,114,0,0,0,0,0.006164426245503159
114,101,97,100,121,0,0,0,0,0,0,0,0.006161304068216089
99,111,114,112,111,114,97,116,101,0,0,0,0.006159220289063261
110,117,109,98,101,114,0,0,0,0,0,0,0.00615600930359487
115,117,112,112,108,105,101,100,0,0,0,0,0.00615332206686892
105,110,118,97,108,105,100,0,0,0,0,0,0.006150440539661085
112,108,101,97,115,101,0,0,0,0,0,0,0.006147393920450106
99,111,114,114,101,99,116,0,0,0,0,0,0.0061444199536687255
100,101,108,101,116,101,0,0,0,0,0,0,0.006141452924141222
105,110,102,111,114,109,97,116,105,111,110,0,0.006141206467410001
102,105,101,108,100,0,0,0,0,0,0,0,0.0061382997089917055
99,111,114,112,111,114,97,116,101,0,0,0,0.006136273279578577
101,110,116,101,114,101,100,0,0,0,0,0,0.006133435713676308
99,111,110,116,97,105,110,101,100,0,0,0,0.006131668948767356
105,108,108,101,103,97,108,0,0,0,0,0,0.006128967376000644
99,104,97,114,97,99,116,101,114,115,0,0,0.00612800630222895
112,108,101,97,115,101,0,0,0,0,0,0,0.006125020060985396
99,111,114,114,101,99,116,0,0,0,0,0,0.00612210956598405
102,114,101,113,117,101,110,116,0,0,0,0,0.0061194762734510175
103,117,101,115,116,0,0,0,0,0,0,0,0.006116280428911542
101,110,116,101,114,101,100,0,0,0,0,0,0.006113493110806256
99,111,110,116,97,105,110,101,100,0,0,0,0.006111772429958153
105,108,108,101,103,97,108,0,0,0,0,0,0.006109119158599259
99,104,97,114,97,99,116,101,114,115,0,0,0.0061081993997081155
112,108,101,97,115,101,0,0,0,0,0,0,0.0061052610665183185
99,111,114,114,101,99,116,0,0,0,0,0,0.006102401270093273
102,114,101,113,117,101,110,116,0,0,0,0,0.006099819496786311
103,117,101,115,116,0,0,0,0,0,0,0,0.00609667080987546
110,117,109,98,101,114,0,0,0,0,0,0,0.006093617086031242
115,117,112,112,108,105,101,100,0,0,0,0,0.006091092148355281
105,110,118,97,108,105,100,0,0,0,0,0,0.006088366289289846
112,108,101,97,115,101,0,0,0,0,0,0,0.006085469644763661
99,111,114,114,101,99,116,0,0,0,0,0,0.00608265444310804
100,101,108,101,116,101,0,0,0,0,0,0,0.006079833770447643
105,110,102,111,114,109,97,116,105,111,110,0,0.006079705361175775
102,105,101,108,100,0,0,0,0,0,0,0,0.006076932249927922
98,111,111,107,105,110,103,0,0,0,0,0,0.006074222283873925
99,111,110,102,105,114,109,101,100,0,0,0,0.006072571234990778
114,101,102,101,114,0,0,0,0,0,0,0,0.006069666785516024
112,101,110,100,105,110,103,0,0,0,0,0,0.006067010495185199
112,114,111,99,101,115,115,0,0,0,0,0,0.006064123443633062
104,111,116,101,108,0,0,0,0,0,0,0,0.006061161896048773
117,110,97,98,108,101,0,0,0,0,0,0,0.006058353037072998
112,114,111,118,105,100,101,0,0,0,0,0,0.006055538676369123
105,116,105,110,101,114,97,114,121,0,0,0,0.006053636811979735
110,117,109,98,101,114,0,0,0,0,0,0,0.006050682389265713
114,101,115,101,114,118,97,116,105,111,110,0,0.0060504991944630325
112,108,101,97,115,101,0,0,0,0,0,0,0.006047691013452648
116,114,121,0,0,0,0,0,0,0,0,0,0.006045112401520315
109,97,107,101,0,0,0,0,0,0,0,0,0.006042550343555728
114,101,115,101,114,118,97,116,105,111,110,0,0.0060423823676998495
108,97,116,101,114,0,0,0,0,0,0,0,0.006039506436558585
116,105,109,101,0,0,0,0,0,0,0,0,0.00603680384968327
109,97,120,105,109,117,109,0,0,0,0,0,0.006033998948638784
110,117,109,98,101,114,0,0,0,0,0,0,0.0060310904130989225
112,101,114,115,111,110,115,0,0,0,0,0,0.00602819095017008
112,101,114,0,0,0,0,0,0,0,0,0,0.006025855562726989
114,111,111,109,0,0,0,0,0,0,0,0,0.0060230489702057825
101,120,99,101,101,100,101,100,0,0,0,0,0.006021107502613008
114,111,111,109,0,0,0,0,0,0,0,0,0.006018309265714177
99,97,112,97,99,105,116,121,0,0,0,0,0.0060161735537676495
98,101,121,111,110,100,0,0,0,0,0,0,0.0060133711811062975
109,97,120,105,109,117,109,0,0,0,0,0,0.006010616194468713
110,117,109,98,101,114,0,0,0,0,0,0,0.006007754326051367
97,108,108,111,119,101,100,0,0,0,0,0,0.006005204944697463
109,117,108,116,105,114,111,111,109,0,0,0,0.006003265889018302
98,111,111,107,105,110,103,0,0,0,0,0,0.006000719116363843
109,117,115,116,0,0,0,0,0,0,0,0,0.005997852854826695
100,105,102,102,101,114,101,110,116,117,110,105,0.006003637190270516
103,117,101,115,116,0,0,0,0,0,0,0,0.006000704721634955
110,97,109,101,0,0,0,0,0,0,0,0,0.005998198520691547
114,111,111,109,0,0,0,0,0,0,0,0,0.005995451227208874
112,108,101,97,115,101,0,0,0,0,0,0,0.005992761792959965
99,111,114,114,101,99,116,0,0,0,0,0,0.005990166113728256
105,110,102,111,114,109,97,116,105,111,110,115,0.0059912711070165756
112,111,115,116,0,0,0,0,0,0,0,0,0.005988462735504231
114,101,115,101,114,118,97,116,105,111,110,0,0.005988393180993834
110,117,109,98,101,114,0,0,0,0,0,0,0.005985597468295951
114,111,111,109,115,0,0,0,0,0,0,0,0.005982637446337073
114,101,113,117,101,115,116,101,100,0,0,0,0.005980950570013571
103,114,101,97,116,101,114,0,0,0,0,0,0.005978458571963047
109,97,120,105,109,117,109,0,0,0,0,0,0.005975800122465525
110,117,109,98,101,114,0,0,0,0,0,0,0.005973030997120722
114,111,111,109,115,0,0,0,0,0,0,0,0.005970096783682373
97,108,108,111,119,101,100,0,0,0,0,0,0.0059676432182484565
112,101,114,0,0,0,0,0,0,0,0,0,0.005965406182932036
98,111,111,107,105,110,103,0,0,0,0,0,0.005962952838789177
114,101,113,117,101,115,116,101,100,0,0,0,0.005961306771815141
110,117,109,98,101,114,0,0,0,0,0,0,0.0059585669043546305
110,105,103,104,116,115,0,0,0,0,0,0,0.005955798125849666
108,101,115,115,0,0,0,0,0,0,0,0,0.005953182692993087
109,105,110,105,109,117,109,0,0,0,0,0,0.005950593408846876
110,117,109,98,101,114,0,0,0,0,0,0,0.005947873198617654
110,105,103,104,116,115,0,0,0,0,0,0,0.005945124204708919
114,101,113,117,105,114,101,100,0,0,0,0,0.005942991080111474
115,116,97,121,0,0,0,0,0,0,0,0,0.005940311848247095
114,111,111,109,0,0,0,0,0,0,0,0,0.005937669703307221
114,97,116,101,0,0,0,0,0,0,0,0,0.005935173862092127
99,104,97,110,103,101,100,0,0,0,0,0,0.005933039550293948
114,111,111,109,0,0,0,0,0,0,0,0,0.005930407915547873
116,121,112,101,0,0,0,0,0,0,0,0,0.005927737688601353
114,97,116,101,0,0,0,0,0,0,0,0,0.005925255037160539
115,101,108,101,99,116,101,100,0,0,0,0,0.005923359503006714
108,111,110,103,101,114,0,0,0,0,0,0,0.005920705330302809
97,118,97,105,108,97,98,108,101,0,0,0,0.005919550183973403
112,108,101,97,115,101,0,0,0,0,0,0,0.005917013580644662
99,104,111,111,115,101,0,0,0,0,0,0,0.005914423303984077
97,110,111,116,104,101,114,0,0,0,0,0,0.005912003201415363
115,101,108,101,99,116,101,100,0,0,0,0,0.005910135114287557
114,111,111,109,0,0,0,0,0,0,0,0,0.0059075421425678135
115,111,108,100,0,0,0,0,0,0,0,0,0.005905043388125871
112,114,111,98,108,101,109,0,0,0,0,0,0.00590264154322767
98,111,111,107,105,110,103,0,0,0,0,0,0.005900310733949956
99,111,109,109,117,110,105,99,97,116,105,110,0.0059030152359188775
98,97,99,107,101,110,100,0,0,0,0,0,0.005900962362631619
115,117,112,112,108,105,101,114,0,0,0,0,0.00589876793770506
98,111,111,107,105,110,103,0,0,0,0,0,0.005896453234028707
119,105,108,108,0,0,0,0,0,0,0,0,0.005893931687359465
114,101,115,111,108,118,101,100,0,0,0,0,0.005891883038468052
97,117,116,111,109,97,116,105,99,97,108,108,0.005894495063330947
119,105,116,104,105,110,0,0,0,0,0,0,0.005891817600504913
109,105,110,117,116,101,115,0,0,0,0,0,0.005889295219660572
112,108,101,97,115,101,0,0,0,0,0,0,0.005886831079597021
112,114,111,99,101,115,115,0,0,0,0,0,0.0058843676346394804
100,117,112,108,105,99,97,116,101,0,0,0,0.005883072801465208
98,111,111,107,105,110,103,0,0,0,0,0,0.005880797273037656
105,116,105,110,101,114,97,114,121,0,0,0,0.005879283819956858
99,104,101,99,107,0,0,0,0,0,0,0,0.005876950385302851
109,97,100,101,0,0,0,0,0,0,0,0,0.005874737050239195
99,111,110,102,105,114,109,0,0,0,0,0,0.0058724380200431804
115,116,97,116,117,115,0,0,0,0,0,0,0.005869670084500249
98,111,111,107,105,110,103,0,0,0,0,0,0.005867420908019337
97,116,116,101,109,112,116,0,0,0,0,0,0.005864999849565243
112,114,111,98,108,101,109,0,0,0,0,0,0.005862695995857737
104,111,116,101,108,0,0,0,0,0,0,0,0.00586014877673524
114,111,111,109,0,0,0,0,0,0,0,0,0.005857655071546295
114,101,115,101,114,118,97,116,105,111,110,0,0.005857803676067964
112,108,101,97,115,101,0,0,0,0,0,0,0.005855403191124516
115,101,108,101,99,116,0,0,0,0,0,0,0.005852959093208309
97,110,111,116,104,101,114,0,0,0,0,0,0.005850680742915126
100,97,116,101,0,0,0,0,0,0,0,0,0.00584845131992479
100,105,102,102,101,114,101,110,116,0,0,0,0.005847255628801458
104,111,116,101,108,0,0,0,0,0,0,0,0.005844738959958596
116,114,121,0,0,0,0,0,0,0,0,0,0.00584248893270516
112,114,111,100,117,99,116,0,0,0,0,0,0.00584010411170905
99,117,114,114,101,110,116,108,121,0,0,0,0.005838536839744612
97,118,97,105,108,97,98,108,101,0,0,0,0.005837532973075082
99,111,109,111,114,98,105,116,122,116,98,115,0.005965291911009575
112,114,111,109,111,116,101,100,0,0,0,0,0.0059631845646211865
117,110,112,114,111,109,111,116,101,100,0,0,0.005962227870985341
115,101,108,108,114,97,116,101,115,0,0,0,0.005960714610030608
114,101,112,114,105,99,101,0,0,0,0,0,0.005958424385050709
110,117,108,108,110,116,97,116,0,0,0,0,0.00595627192000597
99,111,109,111,114,98,105,116,122,116,98,115,0.006799129979352106
99,111,109,111,114,98,105,116,122,116,98,115,0.007505676889815259
99,111,109,111,114,98,105,116,122,116,98,115,0.008639854106004765
112,114,111,100,117,99,116,0,0,0,0,0,0.008634877851871158
99,117,114,114,101,110,116,108,121,0,0,0,0.008629856071716537
97,118,97,105,108,97,98,108,101,0,0,0,0.008625623673069752
99,111,109,111,114,98,105,116,122,116,98,115,0.008729086744232664
111,99,99,117,112,97,110,99,121,0,0,0,0.008724373002661859
118,97,108,105,100,97,116,105,111,110,0,0,0.00872002353979697
101,114,114,111,114,0,0,0,0,0,0,0,0.008715586646443906
102,105,110,100,0,0,0,0,0,0,0,0,0.008712001708070634
97,118,97,105,108,97,98,105,108,105,116,121,0.00870883203029486
114,101,113,117,101,115,116,101,100,0,0,0,0.008704026310219631
114,111,111,109,115,110,116,97,116,0,0,0,0.008699003842536074
99,111,109,111,114,98,105,116,122,116,98,115,0.009515227860161788
99,111,109,111,114,98,105,116,122,116,98,115,0.010291870679286087
99,111,109,111,114,98,105,116,122,116,98,115,0.010635487914313966
112,114,111,100,117,99,116,0,0,0,0,0,0.010628939661067465
99,117,114,114,101,110,116,108,121,0,0,0,0.010621798788356023
97,118,97,105,108,97,98,108,101,0,0,0,0.01061557867272893
99,111,109,111,114,98,105,116,122,116,98,115,0.010648269208496168
99,97,117,103,104,116,0,0,0,0,0,0,0.01064251565663616
101,120,99,101,112,116,105,111,110,0,0,0,0.010635727037198584
108,97,112,115,97,110,103,0,0,0,0,0,0.010629581120662968
108,111,111,107,117,112,104,111,116,101,108,115,0.010643945147479045
99,111,109,111,114,98,105,116,122,116,98,115,0.010997248338076093
99,111,109,111,114,98,105,116,122,116,98,115,0.01128509169745371
99,111,109,111,114,98,105,116,122,116,98,115,0.011482294954685992
99,111,109,111,114,98,105,116,122,116,98,115,0.011849544231140983
112,114,111,100,117,99,116,0,0,0,0,0,0.011842250224569889
99,117,114,114,101,110,116,108,121,0,0,0,0.011834074195838843
97,118,97,105,108,97,98,108,101,0,0,0,0.011826874283726843
99,111,109,111,114,98,105,116,122,116,98,115,0.011853162659155187
104,111,116,101,108,0,0,0,0,0,0,0,0.011847372782274084
98,111,111,107,105,110,103,0,0,0,0,0,0.01184045865160511
102,97,105,108,101,100,0,0,0,0,0,0,0.011834442520241906
100,117,101,0,0,0,0,0,0,0,0,0,0.011830620656525946
104,111,116,101,108,0,0,0,0,0,0,0,0.011824859089704775
98,111,111,107,105,110,103,0,0,0,0,0,0.011817981267768639
101,114,114,111,114,0,0,0,0,0,0,0,0.011812048819369463
104,111,116,101,108,98,111,111,107,101,120,99,0.011808609169170163
99,111,109,111,114,98,105,116,122,104,111,116,0.011883679542537053
104,111,116,101,108,0,0,0,0,0,0,0,0.011877940958780598
108,97,112,115,97,110,103,0,0,0,0,0,0.011871124467481942
98,111,111,107,0,0,0,0,0,0,0,0,0.011866320970785712
115,101,114,118,105,99,101,0,0,0,0,0,0.011859377063195611
101,120,99,101,112,116,105,111,110,0,0,0,0.011851683353584176
102,97,105,108,101,100,0,0,0,0,0,0,0.01184574621380523
108,97,112,115,97,110,103,0,0,0,0,0,0.01183898308868174
115,101,114,118,105,99,101,0,0,0,0,0,0.011832086011145049
105,110,118,111,99,97,116,105,111,110,0,0,0.011824342311175169
114,101,113,117,101,115,116,117,114,108,0,0,0.011816170311229378
104,116,116,112,116,101,97,107,101,116,116,108,0.01186768519400222
110,115,116,97,116,117,115,109,101,115,115,97,0.011860730151957474
111,98,106,101,99,116,0,0,0,0,0,0,0.011854617073828115
102,111,117,110,100,110,115,101,114,118,101,114,0.011846912381908329
116,101,97,107,101,116,116,108,101,110,116,97,0.01183978757873012
99,111,109,111,114,98,105,116,122,116,98,115,0.012576899127253996
99,111,109,111,114,98,105,116,122,116,98,115,0.013267426579053238
99,111,109,111,114,98,105,116,122,116,98,115,0.01402431614803085
99,111,109,111,114,98,105,116,122,116,98,115,0.014574562458808884
99,111,109,111,114,98,105,116,122,116,98,115,0.01506487810075735
114,101,115,101,114,118,97,116,105,111,110,0,0.015053556244130097
99,97,110,0,0,0,0,0,0,0,0,0,0.015049201222516365
99,111,109,112,108,101,116,101,100,0,0,0,0.015039169394215807
112,108,101,97,115,101,0,0,0,0,0,0,0.015031348027033549
99,111,114,114,101,99,116,0,0,0,0,0,0.015022482978056943
99,117,115,116,111,109,101,114,0,0,0,0,0.015012590153943715
105,110,102,111,114,109,97,116,105,111,110,115,0.015001269663071517
116,114,121,0,0,0,0,0,0,0,0,0,0.01499625918503674
114,101,115,101,114,118,97,116,105,111,110,0,0.014985096258462904
99,97,110,0,0,0,0,0,0,0,0,0,0.014980791292052396
99,111,109,112,108,101,116,101,100,0,0,0,0.014970892297914436
112,108,101,97,115,101,0,0,0,0,0,0,0.014963166483805239
99,111,114,114,101,99,116,0,0,0,0,0,0.014954412055239875
101,109,97,105,108,0,0,0,0,0,0,0,0.014947786168322211
97,100,100,114,101,115,115,0,0,0,0,0,0.014939238267572446
114,101,115,101,114,118,97,116,105,111,110,0,0.014928203625402939
99,97,110,0,0,0,0,0,0,0,0,0,0.014923938906145214
112,114,111,99,101,115,115,101,100,0,0,0,0.014913979733664002
100,97,121,115,0,0,0,0,0,0,0,0,0.014908192450314656
99,111,114,114,101,99,116,0,0,0,0,0,0.014899524152906619
105,110,102,111,114,109,97,116,105,111,110,0,0.01488876093825342
116,114,121,0,0,0,0,0,0,0,0,0,0.014883843196195935
114,101,115,101,114,118,97,116,105,111,110,0,0.014872934506500802
99,97,110,0,0,0,0,0,0,0,0,0,0.014868709493672813
112,114,111,99,101,115,115,101,100,0,0,0,0.014858857122569978
102,105,114,115,116,0,0,0,0,0,0,0,0.0148518598495332
110,97,109,101,0,0,0,0,0,0,0,0,0.014846374291406486
99,111,110,116,97,105,110,115,0,0,0,0,0.014837087428379926
105,110,118,97,108,105,100,0,0,0,0,0,0.014828696303190952
100,97,116,97,0,0,0,0,0,0,0,0,0.014823336670610723
112,108,101,97,115,101,0,0,0,0,0,0,0.014815809367495937
99,111,114,114,101,99,116,0,0,0,0,0,0.014807284860505464
114,101,115,101,114,118,97,116,105,111,110,0,0.014796544350527527
116,114,121,0,0,0,0,0,0,0,0,0,0.014791700906761743
116,105,109,101,111,117,116,0,0,0,0,0,0.01478290174964183
101,120,99,101,112,116,105,111,110,0,0,0,0.014773104946951299
111,99,99,117,114,114,101,100,0,0,0,0,0.014764063090822788
114,111,108,108,98,97,99,107,111,110,116,105,0.014754570805067988
116,114,117,101,0,0,0,0,0,0,0,0,0.01474872123147065
111,114,100,101,114,0,0,0,0,0,0,0,0.014742038222947808
119,105,108,108,0,0,0,0,0,0,0,0,0.014736318238406161
114,111,108,108,101,100,0,0,0,0,0,0,0.014728794611553426
98,97,99,107,0,0,0,0,0,0,0,0,0.014723661615023757
98,111,111,107,105,110,103,0,0,0,0,0,0.01471541778813924
97,116,116,101,109,112,116,0,0,0,0,0,0.014706862748038637
116,105,109,101,100,0,0,0,0,0,0,0,0.01470035813927461
97,116,116,101,109,112,116,0,0,0,0,0,0.014691825720547782
98,111,111,107,105,110,103,0,0,0,0,0,0.014683628671775225
114,101,99,101,105,118,101,0,0,0,0,0,0.014675531591389252
101,114,114,111,114,0,0,0,0,0,0,0,0.014668725393185875
116,114,97,118,101,108,110,111,119,99,111,109,0.014658096862603822
115,101,114,118,105,99,101,0,0,0,0,0,0.014649835570639987
114,101,113,117,101,115,116,0,0,0,0,0,0.014641237469891969
115,112,101,99,105,102,105,101,100,0,0,0,0.014632220673552292
101,109,97,105,108,0,0,0,0,0,0,0,0.014625960969840332
97,100,100,114,101,115,115,0,0,0,0,0,0.014617907588704097
114,101,115,111,108,118,101,100,0,0,0,0,0.014608943915771621
116,114,97,118,101,108,110,111,119,99,111,109,0.014598455220284955
117,110,97,98,108,101,0,0,0,0,0,0,0.014591275373495883
97,112,112,114,111,112,114,105,97,116,101,108,0.014580829573167722
99,114,101,97,116,101,0,0,0,0,0,0,0.01457371837251021
98,97,99,107,101,110,100,0,0,0,0,0,0.014566178573189372
105,110,102,111,114,109,97,116,105,111,110,0,0.01455614867926015
114,101,113,117,105,114,101,100,0,0,0,0,0.014547340349634178
114,101,113,117,101,115,116,0,0,0,0,0,0.014538910226533018
116,114,121,0,0,0,0,0,0,0,0,0,0.0145342773703399
112,114,111,99,101,115,115,0,0,0,0,0,0.014526009232884786
114,101,115,101,114,118,97,116,105,111,110,0,0.014515894209959364
99,111,110,116,97,99,116,0,0,0,0,0,0.014507926082054803
117,115,0,0,0,0,0,0,0,0,0,0,0.01450475456785477
117,110,97,98,108,101,0,0,0,0,0,0,0.014497699608095892
97,100,100,0,0,0,0,0,0,0,0,0,0.014493865120788086
116,114,97,118,101,108,101,114,0,0,0,0,0.014485103401987517
99,111,110,102,105,114,109,97,116,105,111,110,0.014475242532500527
110,117,109,98,101,114,0,0,0,0,0,0,0.01446797269967198
99,117,114,114,101,110,116,108,121,0,0,0,0.014458423616388803
97,118,97,105,108,97,98,108,101,0,0,0,0.01444989307429436
119,105,108,108,0,0,0,0,0,0,0,0,0.014444458517555773
101,109,97,105,108,0,0,0,0,0,0,0,0.014438410136857708
99,111,110,102,105,114,109,97,116,105,111,110,0.014428654097714929
110,117,109,98,101,114,0,0,0,0,0,0,0.014421447760787836
98,101,99,111,109,101,115,0,0,0,0,0,0.014413818088576096
97,118,97,105,108,97,98,108,101,0,0,0,0.014405365514256575
101,114,114,111,114,0,0,0,0,0,0,0,0.01439888619587008
98,111,111,107,104,111,108,100,0,0,0,0,0.014390553061262067
101,114,114,111,114,0,0,0,0,0,0,0,0.014384090501857206
101,120,112,101,100,105,97,0,0,0,0,0,0.014376486279049286
98,111,111,107,0,0,0,0,0,0,0,0,0.014371301861017698
104,111,108,100,0,0,0,0,0,0,0,0,0.014366177296864468
114,101,113,0,0,0,0,0,0,0,0,0,0.014361998841817167
102,97,105,108,101,100,0,0,0,0,0,0,0.014355376659916213
101,114,114,111,114,0,0,0,0,0,0,0,0.01434895214698333
117,110,107,110,111,119,110,0,0,0,0,0,0.014340731234259359
99,114,101,97,116,101,0,0,0,0,0,0,0.014333926735701929
111,114,100,101,114,0,0,0,0,0,0,0,0.014327719185964698
117,110,101,120,112,101,99,116,101,100,0,0,0.014318494090460487
101,120,99,101,112,116,105,111,110,0,0,0,0.014309566639411284
106,97,118,97,0,0,0,0,0,0,0,0,0.014304565140465861
117,116,105,108,0,0,0,0,0,0,0,0,0.014299182825298391
109,105,115,115,105,110,103,114,101,115,111,117,0.014289859968062892
101,120,99,101,112,116,105,111,110,0,0,0,0.01428098900983008
102,105,110,100,0,0,0,0,0,0,0,0,0.014276029287740551
108,101,116,116,101,114,0,0,0,0,0,0,0.014268927378325367
99,111,117,110,116,114,121,0,0,0,0,0,0.014260779186971951
99,111,100,101,0,0,0,0,0,0,0,0,0.01425591818577531
117,107,0,0,0,0,0,0,0,0,0,0,0.014252988228812677
106,97,118,97,117,116,105,108,0,0,0,0,0.014244698165012237
109,105,115,115,105,110,103,0,0,0,0,0,0.014236939487845523
114,101,115,111,117,114,99,101,0,0,0,0,0.014228566903017796
101,120,99,101,112,116,105,111,110,0,0,0,0.014219803392208902
102,105,110,100,0,0,0,0,0,0,0,0,0.014214896193952976
108,101,116,116,101,114,0,0,0,0,0,0,0.014207872845966679
99,111,117,110,116,114,121,0,0,0,0,0,0.01419981672032149
99,111,100,101,0,0,0,0,0,0,0,0,0.01419500715329356
117,107,0,0,0,0,0,0,0,0,0,0,0.014192106804832771
106,97,118,97,0,0,0,0,0,0,0,0,0.014187208742986542
117,116,105,108,0,0,0,0,0,0,0,0,0.014181937222526303
108,111,99,97,108,101,0,0,0,0,0,0,0.01417538481408883
103,101,116,105,115,111,0,0,0,0,0,0,0.01416847707964963
99,111,117,110,116,114,121,0,0,0,0,0,0.01416047761080789
101,114,114,111,114,98,111,111,107,105,110,103,0.014158731270130233
104,111,116,101,108,0,0,0,0,0,0,0,0.01415273007202518
114,117,108,101,115,0,0,0,0,0,0,0,0.014146534425116947
99,104,97,110,103,101,100,0,0,0,0,0,0.014139572315257629
116,105,109,101,0,0,0,0,0,0,0,0,0.014134554738515808
98,111,111,107,105,110,103,0,0,0,0,0,0.014127194997796865
101,114,114,111,114,99,111,117,112,111,110,0,0.014117770131386613
101,114,114,111,114,99,117,114,114,101,110,99,0.01411605358026038
101,114,114,111,114,99,117,115,116,111,109,101,0.014106540890660888
102,105,108,101,101,114,114,111,114,0,0,0,0.014098094437543859
101,114,114,111,114,99,117,115,116,111,109,101,0.014088627352515721
102,105,108,101,101,114,114,111,114,0,0,0,0.014080216186263149
99,117,115,116,111,109,101,114,0,0,0,0,0.014072005761209105
97,100,100,0,0,0,0,0,0,0,0,0,0.014068462679882602
102,97,105,108,101,100,0,0,0,0,0,0,0.0140622260846813
101,114,114,111,114,100,117,112,108,105,99,97,0.014063515736783478
101,114,114,111,114,112,114,105,99,101,109,105,0.014056649769619557
105,110,116,101,114,110,97,108,0,0,0,0,0.014048781848355112
97,112,112,108,105,99,97,116,105,111,110,0,0.014040130872037572
101,114,114,111,114,109,101,115,115,97,103,101,0.01410927882886755
101,120,99,101,112,116,105,111,110,104,111,116,0.014100468152348885
112,114,105,99,101,0,0,0,0,0,0,0,0.014094759944978455
99,104,97,110,103,101,100,0,0,0,0,0,0.014087998650259576
98,111,111,107,105,110,103,0,0,0,0,0,0.014080844077472043
101,114,114,111,114,117,110,107,110,111,119,110,0.014071402806201321
105,110,116,101,114,110,97,108,0,0,0,0,0.014063609958468073
97,112,112,108,105,99,97,116,105,111,110,0,0.014055038304727633
101,114,114,111,114,109,101,115,115,97,103,101,0.014123358488323726
101,120,99,101,112,116,105,111,110,102,97,105,0.014115345608700536
99,117,114,114,101,110,99,121,0,0,0,0,0.014107400205044385
99,111,110,118,101,114,115,105,111,110,0,0,0.014098667628904308
99,111,109,109,111,110,101,114,114,111,114,115,0.01409276918012393
116,110,111,119,101,114,114,111,114,97,116,116,0.014106238810705463
99,111,109,109,111,110,101,114,114,111,114,115,0.01417972037243988
109,121,115,116,105,113,117,101,98,111,111,107,0.014171044490336666
99,97,110,99,101,108,108,101,100,0,0,0,0.01416348557575496
112,114,111,100,117,99,116,0,0,0,0,0,0.014156146050935998
99,97,110,99,101,108,108,101,100,112,114,111,0.014148646646583732
99,108,105,101,110,116,0,0,0,0,0,0,0.014142283331867612
102,111,117,110,100,0,0,0,0,0,0,0,0.014136599533229169
115,121,115,116,101,109,0,0,0,0,0,0,0.014129768522129027
104,111,116,101,108,0,0,0,0,0,0,0,0.01412409697601762
112,114,101,99,97,110,99,101,108,0,0,0,0.014116388494000279
102,97,105,108,101,100,0,0,0,0,0,0,0.01411039085951515
99,97,110,99,101,108,0,0,0,0,0,0,0.014104387187812702
117,99,0,0,0,0,0,0,0,0,0,0,0.014101779623511952
104,111,116,101,108,0,0,0,0,0,0,0,0.014096136403240292
115,101,103,109,101,110,116,0,0,0,0,0,0.014089070272104593
109,117,108,116,105,0,0,0,0,0,0,0,0.014083251141389483
114,111,111,109,0,0,0,0,0,0,0,0,0.0140783554457124
112,97,114,116,105,97,108,0,0,0,0,0,0.014071387620047096
99,97,110,99,101,108,108,97,116,105,111,110,0.01406322586391165
109,117,108,116,105,114,111,111,109,112,97,114,0.01406927456675638
104,111,116,101,108,0,0,0,0,0,0,0,0.014063683579704356
99,111,110,102,105,114,109,97,116,105,111,110,0.014055216252719178
110,117,109,98,101,114,0,0,0,0,0,0,0.014048859865566239
102,111,117,110,100,0,0,0,0,0,0,0,0.014043290917659733
104,111,116,101,108,99,111,110,102,105,114,109,0.014036210804868322
110,117,109,98,101,114,0,0,0,0,0,0,0.014029882277650787
102,111,117,110,100,0,0,0,0,0,0,0,0.014024337233157162
111,114,100,101,114,0,0,0,0,0,0,0,0.014018797477185341
99,117,114,114,101,110,116,108,121,0,0,0,0.014010557744669513
112,114,111,99,101,115,115,101,100,0,0,0,0.014002727543606317
112,97,114,116,105,97,108,0,0,0,0,0,0.013995892883729495
99,97,110,99,101,108,108,97,116,105,111,110,0.013987912323868057
112,114,111,100,117,99,116,117,110,97,118,97,0.013981730474422577
112,108,101,97,115,101,0,0,0,0,0,0,0.013975659460736152
99,111,110,116,97,99,116,0,0,0,0,0,0.013968882247596017
99,117,115,116,111,109,101,114,0,0,0,0,0.013961271418338297
115,101,114,118,105,99,101,0,0,0,0,0,0.013954452180221606
112,108,101,97,115,101,0,0,0,0,0,0,0.013948412350911607
101,110,116,101,114,0,0,0,0,0,0,0,0.013942933017763082
99,117,115,116,111,109,101,114,115,0,0,0,0.013934868939438329
114,101,115,101,114,118,97,116,105,111,110,0,0.013926482574621228
99,111,110,102,105,114,109,97,116,105,111,110,0.013918305016710734
110,117,109,98,101,114,0,0,0,0,0,0,0.013912127742519528
112,108,101,97,115,101,0,0,0,0,0,0,0.013906139273551693
116,114,121,0,0,0,0,0,0,0,0,0,0.013902225854911625
108,97,116,101,114,0,0,0,0,0,0,0,0.013896867977772747
112,114,111,98,97,98,108,121,0,0,0,0,0.013889646553217193
114,101,115,101,114,118,97,116,105,111,110,0,0.013881347694881155
