ByteRange0,ByteRange1,ByteRange2,ByteRange3,ByteRange4,ByteRange5,ByteRange6,ByteRange7,ByteRange8,ByteRange9,ByteRange10,ByteRange11,FitValue,Word,Category
114,101,99,111,114,100,0,0,0,0,0,0,0.013693836084224798,record,cancel_error
114,111,111,109,115,0,0,0,0,0,0,0,0.013688415332732972,rooms,cancel_error
104,111,116,101,108,0,0,0,0,0,0,0,0.013683232572108227,hotel,cancel_error
114,101,115,101,114,118,97,116,105,111,110,0,0.013675330701995942,reservation,cancel_error
99,97,110,99,101,108,108,101,100,0,0,0,0.013668585686248366,cancelled,cancel_error
112,114,111,100,117,99,116,0,0,0,0,0,0.013661981871881048,product,cancel_error
99,117,114,114,101,110,116,108,121,0,0,0,0.013654365375483346,currently,cancel_error
97,118,97,105,108,97,98,108,101,0,0,0,0.013647582758646986,available,cancel_error
114,101,113,117,101,115,116,0,0,0,0,0,0.01364091530297565,request,cancel_error
97,108,114,101,97,100,121,0,0,0,0,0,0.013634706581232166,already,cancel_error
112,114,111,99,101,115,115,101,100,0,0,0,0.013627504033171782,processed,cancel_error
99,97,110,99,101,108,108,101,100,0,0,0,0.013620831097949924,cancelled,cancel_error
114,101,115,101,114,118,97,116,105,111,110,0,0.013613047415761253,reservation,cancel_error
102,111,117,110,100,0,0,0,0,0,0,0,0.013607942586073226,found,cancel_error
117,110,97,98,108,101,0,0,0,0,0,0,0.013602346735380123,unable,cancel_error
99,97,110,99,101,108,0,0,0,0,0,0,0.01359695163163386,cancel,cancel_error
114,101,115,101,114,118,97,116,105,111,110,0,0.01358921168812363,reservation,cancel_error
117,110,97,98,108,101,0,0,0,0,0,0,0.013583637304522334,unable,cancel_error
99,97,110,99,101,108,0,0,0,0,0,0,0.01357826296477269,cancel,cancel_error
114,101,115,101,114,118,97,116,105,111,110,0,0.013570557806714718,reservation,cancel_error
117,110,107,110,111,119,110,0,0,0,0,0,0.013563917097314521,unknown,cancel_error
101,114,114,111,114,0,0,0,0,0,0,0,0.013558701867842016,error,cancel_error
111,99,99,117,114,114,101,100,0,0,0,0,0.013552032632140379,occurred,cancel_error
112,108,101,97,115,101,0,0,0,0,0,0,0.013546465528657807,please,cancel_error
99,97,108,108,0,0,0,0,0,0,0,0,0.013542442751929217,call,cancel_error
117,115,0,0,0,0,0,0,0,0,0,0,0.013539919679791443,us,cancel_error
105,110,102,111,114,109,97,116,105,111,110,0,0.013532419123751374,information,cancel_error
102,105,110,100,0,0,0,0,0,0,0,0,0.013528350772046858,find,cancel_error
98,111,111,107,105,110,103,0,0,0,0,0,0.013522206819979368,booking,cancel_error
102,105,110,100,0,0,0,0,0,0,0,0,0.013518145978532225,find,cancel_error
114,101,115,101,114,118,97,116,105,111,110,0,0.013510549030511158,reservation,cancel_error
99,111,109,111,114,98,105,116,122,116,98,115,0.013524918663856116,comorbitztbsmodelsystemexception,cancel_error
104,111,116,101,108,0,0,0,0,0,0,0,0.013519922977578954,hotel,cancel_error
112,114,101,99,97,110,99,101,108,0,0,0,0.013513235977646386,precancel,cancel_error
102,97,105,108,101,100,0,0,0,0,0,0,0.013507972362255897,failed,cancel_error
99,111,109,111,114,98,105,116,122,116,98,115,0.013583643356406166,comorbitztbsspitxncancelspiproductprecancelcriteria,cancel_error
112,114,111,100,117,99,116,116,121,112,101,104,0.0135767921753928,producttypehotel,cancel_error
101,114,114,111,114,111,114,100,101,114,99,117,0.013597589545915315,errorordercurrentprocessingtrylater,cancel_error
101,114,114,111,114,111,114,100,101,114,108,105,0.013595505156265925,errororderlinenotfound,cancel_error
101,114,114,111,114,111,114,100,101,114,110,117,0.0135957181939852,errorordernumbernotfound,cancel_error
102,111,114,111,114,100,101,114,110,117,109,111,0.0135990508918344,forordernumorderguidpassed,cancel_error
109,117,108,116,105,99,117,114,114,101,110,99,0.013599355329107918,multicurrencydetailsntat,cancel_error
99,111,109,111,114,98,105,116,122,116,98,115,0.01404102201439792,comorbitztbshotelmgrhotelcancelservicemanagerhandlehotelcancelexceptionhotelcancelservicemanagerjavantat,cancel_error
99,111,109,111,114,98,105,116,122,116,98,115,0.014455949281395531,comorbitztbshotelmgrhotelcancelservicemanagerprecancelmerchantbookinghotelcancelservicemanagerjavantat,cancel_error
99,111,109,111,114,98,105,116,122,116,98,115,0.014736651018809277,comorbitztbshotelmgrhotelcancelservicemanagerprecancelhotelcancelservicemanagerjavantat,cancel_error
99,111,109,111,114,98,105,116,122,116,98,115,0.015155120699410293,comorbitztbshotelbooksvchotelspireservationserviceimplprecancelproducthotelspireservationserviceimpljava,cancel_error
109,121,115,116,105,113,117,101,99,97,110,99,0.015148814752201242,mystiquecancellation,cancel_error
98,111,111,107,105,110,103,0,0,0,0,0,0.015142078602235026,booking,cancel_error
102,111,117,110,100,0,0,0,0,0,0,0,0.015136666766350669,found,cancel_error
102,111,117,110,100,0,0,0,0,0,0,0,0.015131259528233465,found,cancel_error
112,114,111,100,117,99,116,0,0,0,0,0,0.015124257954655341,product,cancel_error
97,108,114,101,97,100,121,0,0,0,0,0,0.015117633054640856,already,cancel_error
99,97,110,99,101,108,108,101,100,0,0,0,0.015110351964272817,cancelled,cancel_error
112,114,111,100,117,99,116,108,111,99,97,116,0.015103011317133746,productlocatorcode,cancel_error
114,101,99,111,114,100,0,0,0,0,0,0,0.015096977261882097,record,cancel_error
109,105,115,115,105,110,103,0,0,0,0,0,0.015090106492694927,missing,cancel_error
112,114,111,99,101,115,115,0,0,0,0,0,0.015083184896020837,process,cancel_error
114,101,115,101,114,118,97,116,105,111,110,0,0.015074599791392683,reservation,cancel_error
102,111,117,110,100,0,0,0,0,0,0,0,0.01506925372294447,found,cancel_error
114,101,115,101,114,118,97,116,105,111,110,115,0.015062964627455388,reservationstartdate,cancel_error
114,111,111,109,0,0,0,0,0,0,0,0,0.015058344909239954,room,cancel_error
102,111,117,110,100,0,0,0,0,0,0,0,0.015053018850713792,found,cancel_error
114,101,115,101,114,118,97,116,105,111,110,0,0.015044494761496396,reservation,cancel_error
99,97,110,99,101,108,101,100,0,0,0,0,0.015037783904710457,canceled,cancel_error
99,97,110,99,101,108,0,0,0,0,0,0,0.015032117315341,cancel,cancel_forbidden_error
100,97,116,101,0,0,0,0,0,0,0,0,0.015027883599776621,date,cancel_forbidden_error
112,97,115,115,101,100,0,0,0,0,0,0,0.015021922630218093,passed,cancel_forbidden_error
99,97,110,99,101,108,108,97,116,105,111,110,0.015013874618185884,cancellation,cancel_forbidden_error
100,101,97,100,108,105,110,101,0,0,0,0,0.015007121097463957,deadline,cancel_forbidden_error
112,97,115,115,101,100,0,0,0,0,0,0,0.015001183028008673,passed,cancel_forbidden_error
99,97,110,99,101,108,108,97,116,105,111,110,0.01500226817403475,cancellationdeadlinepassed,cancel_forbidden_error
99,97,110,99,101,108,100,97,116,101,112,97,0.014994982434655683,canceldatepassed,cancel_forbidden_error
104,111,116,101,108,0,0,0,0,0,0,0,0.014989729489117433,hotel,cancel_forbidden_error
112,114,101,99,97,110,99,101,108,0,0,0,0.014982450883710946,precancel,cancel_forbidden_error
102,97,105,108,101,100,0,0,0,0,0,0,0.014976866967697119,failed,cancel_forbidden_error
114,101,115,0,0,0,0,0,0,0,0,0,0.014973354014260582,res,cancel_forbidden_error
99,97,110,99,101,108,108,101,100,0,0,0,0.014966305599231343,cancelled,cancel_forbidden_error
114,101,115,99,97,110,99,101,108,108,101,100,0.014958468663909723,rescancelled,cancel_forbidden_error
114,101,115,101,114,118,97,116,105,111,110,0,0.014950133075955663,reservation,cancel_forbidden_error
99,97,110,99,101,108,108,101,100,0,0,0,0.01494311945798316,cancelled,cancel_forbidden_error
114,101,115,101,114,118,97,116,105,111,110,0,0.014934811658059157,reservation,cancel_forbidden_error
99,97,110,99,101,108,108,101,100,0,0,0,0.014927820343298733,cancelled,cancel_forbidden_error
111,110,108,105,110,101,0,0,0,0,0,0,0.014921927225198799,online,cancel_forbidden_error
114,101,115,101,114,118,97,116,105,111,110,0,0.014913656603174629,reservation,cancel_forbidden_error
99,97,110,99,101,108,97,98,108,101,0,0,0.014906506503745486,cancelable,cancel_forbidden_error
122,101,114,111,0,0,0,0,0,0,0,0,0.014901989018235794,zero,cancel_forbidden_error
114,101,102,117,110,100,0,0,0,0,0,0,0.0148961350049722,refund,cancel_forbidden_error
108,97,116,101,0,0,0,0,0,0,0,0,0.014891921159269449,late,cancel_forbidden_error
99,97,110,99,101,108,0,0,0,0,0,0,0.014886418485748096,cancel,cancel_forbidden_error
114,101,115,101,114,118,97,116,105,111,110,0,0.014878207964686311,reservation,cancel_forbidden_error
108,97,116,101,0,0,0,0,0,0,0,0,0.014874007103550017,late,cancel_forbidden_error
99,97,110,99,101,108,0,0,0,0,0,0,0.014868522233430595,cancel,cancel_forbidden_error
114,101,115,101,114,118,97,116,105,111,110,0,0.0148603421428675,reservation,cancel_forbidden_error
108,97,116,101,0,0,0,0,0,0,0,0,0.014856154202268067,late,cancel_forbidden_error
99,97,110,99,101,108,0,0,0,0,0,0,0.014850687046177891,cancel,cancel_forbidden_error
114,101,115,101,114,118,97,116,105,111,110,0,0.014842537226470836,reservation,cancel_forbidden_error
100,101,97,100,108,105,110,101,0,0,0,0,0.014836021339641755,deadline,cancel_forbidden_error
100,97,116,101,0,0,0,0,0,0,0,0,0.014831941245444994,date,cancel_forbidden_error
112,97,115,115,101,100,0,0,0,0,0,0,0.014826204906556097,passed,cancel_forbidden_error
117,110,97,98,108,101,0,0,0,0,0,0,0.014820575544818484,unable,cancel_forbidden_error
99,97,110,99,101,108,0,0,0,0,0,0,0.014815142945282191,cancel,cancel_forbidden_error
114,101,115,101,114,118,97,116,105,111,110,0,0.01480705230395506,reservation,cancel_forbidden_error
117,110,97,98,108,101,0,0,0,0,0,0,0.014801442564140309,unable,cancel_forbidden_error
99,97,110,99,101,108,0,0,0,0,0,0,0.01479602895616001,cancel,cancel_forbidden_error
114,101,115,101,114,118,97,116,105,111,110,0,0.01478797072469193,reservation,cancel_forbidden_error
112,108,101,97,115,101,0,0,0,0,0,0,0.014782346913504513,please,cancel_forbidden_error
99,111,110,116,97,99,116,0,0,0,0,0,0.01477604382312401,contact,cancel_forbidden_error
99,117,115,116,111,109,101,114,0,0,0,0,0.014768939138933035,customer,cancel_forbidden_error
115,101,114,118,105,99,101,0,0,0,0,0,0.014762595595283815,service,cancel_forbidden_error
117,110,97,98,108,101,0,0,0,0,0,0,0.014757030213957285,unable,cancel_forbidden_error
99,97,110,99,101,108,0,0,0,0,0,0,0.014751659543099784,cancel,cancel_forbidden_error
114,101,115,101,114,118,97,116,105,111,110,0,0.01474367478084622,reservation,cancel_forbidden_error
114,101,115,101,114,118,97,116,105,111,110,0,0.01473570449023042,reservation,cancel_forbidden_error
112,101,110,100,105,110,103,0,0,0,0,0,0.014729534025440907,pending,cancel_forbidden_error
112,108,101,97,115,101,0,0,0,0,0,0,0.01472396948910519,please,cancel_forbidden_error
99,111,110,116,97,99,116,0,0,0,0,0,0.014717734408401429,contact,cancel_forbidden_error
99,117,115,116,111,109,101,114,0,0,0,0,0.014710707994024453,customer,cancel_forbidden_error
115,101,114,118,105,99,101,0,0,0,0,0,0.014704432738347175,service,cancel_forbidden_error
117,110,97,98,108,101,0,0,0,0,0,0,0.014698925910841733,unable,cancel_forbidden_error
99,97,110,99,101,108,0,0,0,0,0,0,0.014693611913932236,cancel,cancel_forbidden_error
114,101,115,101,114,118,97,116,105,111,110,0,0.01468572389086745,reservation,cancel_forbidden_error
114,101,115,101,114,118,97,116,105,111,110,0,0.014677850084719078,reservation,cancel_forbidden_error
109,97,110,117,97,108,108,121,0,0,0,0,0.014671042723874586,manually,cancel_forbidden_error
98,111,111,107,101,100,0,0,0,0,0,0,0.014665603247173888,booked,cancel_forbidden_error
112,108,101,97,115,101,0,0,0,0,0,0,0.01466010304285568,please,cancel_forbidden_error
99,111,110,116,97,99,116,0,0,0,0,0,0.014653941768403761,contact,cancel_forbidden_error
99,117,115,116,111,109,101,114,0,0,0,0,0.014647000289328705,customer,cancel_forbidden_error
115,101,114,118,105,99,101,0,0,0,0,0,0.01464079914400911,service,cancel_forbidden_error
117,110,97,98,108,101,0,0,0,0,0,0,0.014635355868683452,unable,cancel_forbidden_error
111,98,116,97,105,110,0,0,0,0,0,0,0.014629852194684982,obtain,cancel_forbidden_error
99,97,110,99,101,108,108,97,116,105,111,110,0.014622492562614619,cancellation,cancel_forbidden_error
110,117,109,98,101,114,0,0,0,0,0,0,0.014616872032262153,number,cancel_forbidden_error
112,108,101,97,115,101,0,0,0,0,0,0,0.01461142023508655,please,cancel_forbidden_error
99,111,110,116,97,99,116,0,0,0,0,0,0.014605314500347013,contact,cancel_forbidden_error
99,117,115,116,111,109,101,114,0,0,0,0,0.014598436939544894,customer,cancel_forbidden_error
115,101,114,118,105,99,101,0,0,0,0,0,0.014592291564245269,service,cancel_forbidden_error
98,111,111,107,105,110,103,0,0,0,0,0,0.01458623980875243,booking,cancel_forbidden_error
99,97,110,99,101,108,108,101,100,0,0,0,0.014579715420128585,cancelled,cancel_forbidden_error
111,110,108,105,110,101,0,0,0,0,0,0,0.01457418104600398,online,cancel_forbidden_error
98,111,111,107,105,110,103,0,0,0,0,0,0.014568149690001002,booking,cancel_forbidden_error
99,97,110,99,101,108,108,101,100,0,0,0,0.01456164887416315,cancelled,cancel_forbidden_error
99,97,110,0,0,0,0,0,0,0,0,0,0.014558634474434578,can,cancel_forbidden_error
99,97,110,99,101,108,0,0,0,0,0,0,0.014553455241776515,cancel,cancel_forbidden_error
99,97,110,99,101,108,108,97,98,108,101,0,0.01454661568511885,cancellable,cancel_forbidden_error
99,97,110,99,101,108,108,101,100,0,0,0,0.014540143857424139,cancelled,cancel_forbidden_error
99,111,109,111,114,98,105,116,122,116,98,115,0.014579348776578254,comorbitztbsmodeltxnpolicyviolationexception,cancel_forbidden_error
99,111,109,111,114,98,105,116,122,119,115,104,0.01597784521738372,comorbitzwshotelcancelservicehotelcancelserviceimplbuildhotelcancelresponsehotelcancelserviceimpljavacomorbitzwshotelcancelservicehotelcancelserviceimplexecutehotelcancelserviceimpljava,cancel_forbidden_error
99,111,109,111,114,98,105,116,122,119,115,104,0.016359954241822024,comorbitzwshotelcancelservicehotelcancelserviceimplbuildmultiroomcancelresponsehotelcancelserviceimpljava,cancel_forbidden_error
99,111,109,111,114,98,105,116,122,119,115,116,0.016692413816778988,comorbitzwstbsreservationservicesupportbuildprecancelfuturetaskresponsereservationservicesupportjava,cancel_forbidden_error
99,111,109,111,114,98,105,116,122,119,115,116,0.01689264545049485,comorbitzwstbsreservationservicesupportcallfuturetaskreservationservicesupportjava,cancel_forbidden_error
100,101,97,100,108,105,110,101,0,0,0,0,0.016885368734370774,deadline,cancel_forbidden_error
100,97,116,101,0,0,0,0,0,0,0,0,0.016880959193657064,date,cancel_forbidden_error
112,97,115,115,101,100,0,0,0,0,0,0,0.016874675762008073,passed,cancel_forbidden_error
101,114,114,111,114,114,101,115,109,111,100,105,0.016865484328838918,errorresmodifyerror,cancel_forbidden_error
99,104,97,110,103,101,115,0,0,0,0,0,0.016858709756014643,changes,cancel_forbidden_error
97,108,108,111,119,101,100,0,0,0,0,0,0.01685176323345358,allowed,cancel_forbidden_error
101,114,114,111,114,98,108,111,99,107,115,112,0.016842337860875824,errorblockspace,cancel_forbidden_error
101,114,114,111,114,99,97,110,99,101,108,111,0.016834424742209815,errorcancelorderline,cancel_forbidden_error
101,114,114,111,114,110,111,110,114,101,102,117,0.016830138339712048,errornonrefundablebooking,cancel_forbidden_error
114,101,115,101,114,118,97,116,105,111,110,0,0.01682092878341413,reservation,cancel_forbidden_error
110,111,110,114,101,102,117,110,100,97,98,108,0.01681174487768918,nonrefundable,cancel_forbidden_error
101,114,114,111,114,111,114,100,101,114,108,105,0.01681255286219156,errororderlinealreadycanceled,cancel_forbidden_error
109,117,108,116,105,112,108,101,110,111,116,115,0.016803811883894244,multiplenotsupported,cancel_forbidden_error
109,121,115,116,105,113,117,101,99,97,110,99,0.016795720835455934,mystiquecancellation,cancel_forbidden_error
114,101,102,117,110,100,0,0,0,0,0,0,0.016789519258477957,refund,cancel_forbidden_error
99,97,110,99,101,108,97,98,108,101,0,0,0.01678166189752615,cancelable,cancel_forbidden_error
99,97,110,99,101,108,108,97,98,108,101,0,0.016773458430061207,cancellable,cancel_forbidden_error
112,114,111,100,117,99,116,112,114,101,99,97,0.016766143343757953,productprecancelinfos,cancel_forbidden_error
110,117,108,108,0,0,0,0,0,0,0,0,0.01676150954865226,null,cancel_forbidden_error
101,109,112,116,121,0,0,0,0,0,0,0,0.0167558864948746,empty,cancel_forbidden_error
114,101,102,101,114,101,110,99,101,0,0,0,0.016748142474147836,reference,cancel_forbidden_error
105,116,105,110,101,114,97,114,121,0,0,0,0.016739942645715166,itinerary,cancel_forbidden_error
110,117,109,98,101,114,0,0,0,0,0,0,0.016733742232287806,number,cancel_forbidden_error
113,117,101,115,116,105,111,110,115,0,0,0,0.016725329033110095,questions,cancel_forbidden_error
114,101,103,97,114,100,105,110,103,0,0,0,0.01671757782544428,regarding,cancel_forbidden_error
115,116,97,116,117,115,0,0,0,0,0,0,0.01671108540673245,status,cancel_forbidden_error
114,101,115,101,114,118,97,116,105,111,110,0,0.016702110980846476,reservation,cancel_forbidden_error
117,110,99,97,110,99,101,108,97,98,108,101,0.01669364514418595,uncancelable,cancel_forbidden_error
117,110,99,97,110,99,101,108,108,97,98,108,0.016685026327670785,uncancellable,cancel_forbidden_error
122,101,114,111,0,0,0,0,0,0,0,0,0.016680391760513266,zero,cancel_forbidden_error
114,101,102,117,110,100,0,0,0,0,0,0,0.016674308054248545,refund,cancel_forbidden_error
117,102,111,114,109,97,116,0,0,0,0,0,0.01666736285638805,uformat,credit_data_error
101,114,114,111,114,0,0,0,0,0,0,0,0.016661878162763048,error,credit_data_error
111,112,116,105,111,110,97,108,0,0,0,0,0.016654377880184333,optional,credit_data_error
102,105,101,108,100,0,0,0,0,0,0,0,0.01664934049586092,field,credit_data_error
110,111,116,112,114,111,99,101,115,115,101,100,0.016640268394319393,notprocessed,credit_data_error
98,117,115,105,110,101,115,115,108,111,103,105,0.016631175923557836,businesslogic,credit_data_error
101,114,114,115,119,115,104,111,115,116,101,114,0.016626289661720743,errswshosterrorinresponse,credit_data_error
97,100,100,114,101,115,115,0,0,0,0,0,0.016619683150096244,address,credit_data_error
99,97,116,101,103,111,114,121,0,0,0,0,0.016612338649982922,category,credit_data_error
101,120,0,0,0,0,0,0,0,0,0,0,0.01660990509960762,ex,credit_data_error
104,111,109,101,0,0,0,0,0,0,0,0,0.016605591374211255,home,credit_data_error
119,111,114,107,0,0,0,0,0,0,0,0,0.016600983733103675,work,credit_data_error
101,116,99,0,0,0,0,0,0,0,0,0,0.01659764955005555,etc,credit_data_error
114,101,113,117,105,114,101,100,0,0,0,0,0.016590295395421704,required,credit_data_error
99,99,0,0,0,0,0,0,0,0,0,0,0.01658813076128758,cc,credit_data_error
97,99,99,111,117,110,116,0,0,0,0,0,0.01658148255331522,account,credit_data_error
110,97,109,101,0,0,0,0,0,0,0,0,0.01657727691239251,name,credit_data_error
101,114,114,111,114,0,0,0,0,0,0,0,0.016571874025569068,error,credit_data_error
99,99,0,0,0,0,0,0,0,0,0,0,0.016569714735610874,cc,credit_data_error
110,97,109,101,0,0,0,0,0,0,0,0,0.01656551582408549,name,credit_data_error
101,114,114,111,114,0,0,0,0,0,0,0,0.01656012172391078,error,credit_data_error
99,115,118,102,97,105,108,0,0,0,0,0,0.016553557666905302,csvfail,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,0.01654770057185546,credit,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.016543593889243393,card,credit_data_error
101,114,114,111,114,0,0,0,0,0,0,0,0.01653821673251535,error,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,0.016532372694644824,credit,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.016528274791595788,card,credit_data_error
116,121,112,101,0,0,0,0,0,0,0,0,0.016523727762479238,type,credit_data_error
105,110,118,97,108,105,100,0,0,0,0,0,0.016517210661223875,invalid,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,0.016511384648976165,credit,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.0165072988717445,card,credit_data_error
116,121,112,101,0,0,0,0,0,0,0,0,0.016502765218933055,type,credit_data_error
97,99,99,101,112,116,101,100,0,0,0,0,0.01649596695870861,accepted,credit_data_error
112,114,111,112,101,114,116,121,0,0,0,0,0.01648832276679045,property,credit_data_error
104,111,110,111,114,0,0,0,0,0,0,0,0.016483033364063333,honor,credit_data_error
112,105,99,107,117,112,0,0,0,0,0,0,0.016477046437968147,pickup,credit_data_error
109,101,115,115,97,103,101,0,0,0,0,0,0.016470598238622024,message,credit_data_error
104,111,116,101,108,0,0,0,0,0,0,0,0.016465434413204055,hotel,credit_data_error
98,111,111,107,105,110,103,0,0,0,0,0,0.016458952931389766,booking,credit_data_error
101,114,114,111,114,0,0,0,0,0,0,0,0.016453641389786798,error,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.016449589363384202,card,credit_data_error
102,97,105,108,117,114,101,0,0,0,0,0,0.016443134576794933,failure,credit_data_error
112,114,111,99,101,115,115,105,110,103,0,0,0.01643500068173632,processing,credit_data_error
112,114,111,98,108,101,109,0,0,0,0,0,0.01642846101170903,problem,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.016424424200523268,card,credit_data_error
112,114,111,98,108,101,109,0,0,0,0,0,0.01641789507842663,problem,credit_data_error
105,110,118,97,108,105,100,0,0,0,0,0,0.016411483739562145,invalid,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,0.01640575009594097,credit,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.016401726526019348,card,credit_data_error
100,97,116,97,0,0,0,0,0,0,0,0,0.01639770518795014,data,credit_data_error
112,114,111,118,105,100,101,100,0,0,0,0,0.01639062111263751,provided,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,0.016384916467651407,please,credit_data_error
114,101,118,105,101,119,0,0,0,0,0,0,0.016378951179511013,review,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,0.016372456619574156,correct,credit_data_error
112,97,121,109,101,110,116,102,97,105,108,117,0.01636376144190225,paymentfailure,credit_data_error
112,97,121,109,101,110,116,0,0,0,0,0,0.016357152198151096,payment,credit_data_error
102,97,105,108,117,114,101,0,0,0,0,0,0.016350792134309112,failure,credit_data_error
104,97,112,112,101,110,101,100,0,0,0,0,0.016344027662275135,happened,credit_data_error
112,104,111,110,101,0,0,0,0,0,0,0,0.016338983826660467,phone,credit_data_error
99,97,116,101,103,111,114,121,0,0,0,0,0.016331957576919586,category,credit_data_error
101,120,0,0,0,0,0,0,0,0,0,0,0.01632961721316548,ex,credit_data_error
104,111,109,101,0,0,0,0,0,0,0,0,0.016325474866871855,home,credit_data_error
119,111,114,107,0,0,0,0,0,0,0,0,0.016321049617089016,work,credit_data_error
101,116,99,0,0,0,0,0,0,0,0,0,0.016317845400264,etc,credit_data_error
114,101,113,117,105,114,101,100,0,0,0,0,0.016310809258611184,required,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,0.016305175285876484,please,credit_data_error
112,114,111,118,105,100,101,0,0,0,0,0,0.01629868038181955,provide,credit_data_error
118,97,108,105,100,0,0,0,0,0,0,0,0.016293779383036732,valid,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,0.016288148993053673,credit,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.016284195022997237,card,credit_data_error
100,101,116,97,105,108,115,0,0,0,0,0,0.016277928202283104,details,credit_data_error
105,110,118,97,108,105,100,99,114,101,100,105,0.016270282171899794,invalidcreditcard,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,0.016264675228415123,credit,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.01626073714819204,card,credit_data_error
100,101,116,97,105,108,115,0,0,0,0,0,0.01625449693787107,details,credit_data_error
99,111,110,116,97,105,110,115,0,0,0,0,0.0162475574210642,contains,credit_data_error
105,110,118,97,108,105,100,0,0,0,0,0,0.01624131958355368,invalid,credit_data_error
118,97,108,117,101,115,0,0,0,0,0,0,0.01623551005152575,values,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,0.016229943812653694,please,credit_data_error
112,114,111,118,105,100,101,0,0,0,0,0,0.016223528431160084,provide,credit_data_error
118,97,108,105,100,0,0,0,0,0,0,0,0.016218685071287018,valid,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,0.016213122269025704,credit,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.016209213934006907,card,credit_data_error
100,101,116,97,105,108,115,0,0,0,0,0,0.016203023988175688,details,credit_data_error
105,110,118,97,108,105,100,99,114,101,100,105,0.016195515561472505,invalidcreditcard,credit_data_error
99,111,109,111,114,98,105,116,122,116,98,115,0.01620074133882847,comorbitztbsmodelsystemexception,credit_data_error
117,110,107,110,111,119,110,0,0,0,0,0,0.016194129266997204,unknown,credit_data_error
101,120,99,101,112,116,105,111,110,0,0,0,0.016186767411161592,exception,credit_data_error
99,97,117,103,104,116,0,0,0,0,0,0,0.01618123984876145,caught,credit_data_error
115,116,97,99,107,0,0,0,0,0,0,0,0.016176379053927888,stack,credit_data_error
99,111,109,111,114,98,105,116,122,111,109,112,0.016194911325905198,comorbitzompapimodelompserviceexception,credit_data_error
102,97,105,108,101,100,0,0,0,0,0,0,0.01618964578376077,failed,credit_data_error
108,97,112,115,97,110,103,0,0,0,0,0,0.01618352171856414,lapsang,credit_data_error
115,101,114,118,105,99,101,0,0,0,0,0,0.016177286304919783,service,credit_data_error
105,110,118,111,99,97,116,105,111,110,0,0,0.01616960725139232,invocation,credit_data_error
114,101,113,117,101,115,116,117,114,108,0,0,0.016161577319967764,requesturl,credit_data_error
104,116,116,112,116,101,97,107,101,116,116,108,0.016202782830549715,httpteakettleqaocomomppaymentvalidatenstatuscode,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,0.01619732380046571,please,credit_data_error
112,114,111,118,105,100,101,0,0,0,0,0,0.016191032517303028,provide,credit_data_error
118,97,108,105,100,0,0,0,0,0,0,0,0.016186281776779856,valid,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,0.016180825877152184,credit,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,0.01617699183435022,card,credit_data_error
100,101,116,97,105,108,115,0,0,0,0,0,0.016170921416629465,details,credit_data_error
105,110,118,97,108,105,100,99,114,101,100,105,0.01616357637631145,invalidcreditcard,credit_data_error
99,111,109,111,114,98,105,116,122,116,98,115,0.016168787579693252,comorbitztbsmodelsystemexception,credit_data_error
117,110,107,110,111,119,110,0,0,0,0,0,0.016162302364293245,unknown,credit_data_error
101,120,99,101,112,116,105,111,110,0,0,0,0.01615508370540078,exception,credit_data_error
99,97,117,103,104,116,0,0,0,0,0,0,0.01614966156539682,caught,credit_data_error
115,116,97,99,107,0,0,0,0,0,0,0,0.01614489288583822,stack,credit_data_error
99,111,109,111,114,98,105,116,122,111,109,112,0.016163202944304695,comorbitzompapimodelompserviceexception,credit_data_error
102,97,105,108,101,100,0,0,0,0,0,0,0.01615803763425157,failed,credit_data_error
108,97,112,115,97,110,103,0,0,0,0,0,0.016152030636824785,lapsang,credit_data_error
115,101,114,118,105,99,101,0,0,0,0,0,0.016145914253070034,service,credit_data_error
105,110,118,111,99,97,116,105,111,110,0,0,0.016138384757342958,invocation,credit_data_error
114,101,113,117,101,115,116,117,114,108,0,0,0.016130510682714698,requesturl,credit_data_error
